datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;D1;D2
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Altstadt;3;2;579;173;40;792;211;50;2;209;179;30
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bergen-Enkheim;15;2;669;291;56;1016;249;77;1;248;217;31
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Berkersheim;3;1;218;97;15;330;96;24;0;96;81;15
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bockenheim;32;2;471;130;34;635;204;63;1;203;169;34
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bonames;5;2;529;231;40;800;222;59;2;220;182;38
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bornheim;26;1;240;94;18;352;93;23;0;93;79;14
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Dornbusch;18;2;487;156;26;669;164;33;1;163;137;26
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Eckenheim;11;2;540;187;39;766;210;62;2;208;178;30
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Eschersheim;12;2;679;183;37;899;295;81;2;293;256;37
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Fechenheim;11;1;216;56;12;284;97;20;0;97;86;11
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Frankfurter Berg;6;2;362;170;26;558;201;46;2;199;163;36
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Gallus;26;2;432;164;35;631;239;57;2;237;204;33
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Ginnheim;12;2;489;237;47;773;251;72;2;249;219;30
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Griesheim;15;2;364;132;29;525;172;52;1;171;140;31
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Gutleut- und Bahnhofsviertel;8;2;407;144;35;586;205;41;1;204;174;30
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Harheim;5;2;622;212;39;873;313;72;3;310;263;47
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Hausen;5;1;278;71;23;372;127;25;1;126;109;17
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Heddernheim;14;2;457;144;25;626;169;51;1;168;137;31
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Höchst;10;2;313;104;19;436;155;37;1;154;133;21
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Innenstadt;5;2;306;97;19;422;120;28;1;119;99;20
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Kalbach-Riedberg;15;1;310;89;25;424;99;28;1;98;87;11
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Nied;13;2;384;165;24;573;210;62;1;209;182;27
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Nieder-Erlenbach;5;1;273;90;15;378;141;26;1;140;122;18
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Nieder-Eschbach;9;2;537;204;39;780;290;66;2;288;236;52
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Niederrad;18;2;415;147;28;590;163;48;1;162;142;20
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Niederursel;11;1;174;84;16;274;94;19;0;94;83;11
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Nordend-Ost;20;2;617;271;58;946;290;58;3;287;240;47
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Nordend-West;28;2;482;143;35;660;243;58;1;242;211;31
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Oberrad;9;2;546;152;27;725;187;54;2;185;154;31
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Ostend;26;2;445;131;31;607;177;41;1;176;150;26
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Praunheim;14;2;500;127;32;659;154;46;1;153;129;24
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Preungesheim;11;2;556;157;37;750;222;65;1;221;185;36
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Riederwald;3;2;525;170;35;730;239;71;2;237;200;37
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Rödelheim;14;2;464;170;34;668;167;35;1;166;139;27
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Sachsenhausen-Nord;27;2;586;287;50;923;346;76;2;344;292;52
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Sachsenhausen-Süd und Flughafen;24;2;428;115;32;575;192;50;1;191;161;30
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Schwanheim;17;2;406;141;33;580;167;48;1;166;140;26
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Seckbach;10;2;321;99;24;444;131;25;1;130;109;21
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Sindlingen;6;2;427;159;32;618;224;68;2;222;194;28
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Sossenheim;11;2;353;93;22;468;158;37;1;157;139;18
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Unterliederbach;11;1;219;67;12;298;112;27;1;111;94;17
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Westend-Nord;8;2;371;124;30;525;141;42;1;140;118;22
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Westend-Süd;15;2;547;142;30;719;270;62;3;267;221;46
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Zeilsheim;8;2;447;151;34;632;196;59;1;195;167;28
