datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;D1;D2
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Altstadt;3;3;942;242;49;1233;293;74;2;291;239;52
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bergen-Enkheim;15;14;4394;1462;269;6125;2343;492;28;2315;2044;271
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Berkersheim;3;3;693;215;54;962;271;62;3;268;222;46
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bockenheim;32;14;3630;1199;247;5076;1465;417;16;1449;1225;224
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bonames;5;5;1288;546;74;1908;462;135;3;459;402;57
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bornheim;26;14;3321;1578;243;5142;1906;494;19;1887;1549;338
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Dornbusch;18;14;3036;816;255;4107;1325;393;13;1312;1087;225
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Eckenheim;11;11;2735;1105;155;3995;1383;297;10;1373;1175;198
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Eschersheim;12;12;3708;1312;200;5220;1807;364;14;1793;1529;264
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Fechenheim;11;11;1839;751;118;2708;718;162;6;712;581;131
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Frankfurter Berg;6;6;1283;477;115;1875;517;110;5;512;443;69
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Gallus;26;13;2733;851;203;3787;1279;259;10;1269;1113;156
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Ginnheim;12;12;3010;852;195;4057;1306;279;10;1296;1100;196
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Griesheim;15;12;2514;627;154;3295;783;187;9;774;672;102
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Gutleut- und Bahnhofsviertel;8;8;1542;458;125;2125;535;101;6;529;467;62
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Harheim;5;5;1285;590;114;1989;489;91;5;484;408;76
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Hausen;5;5;1175;548;110;1833;537;148;5;532;458;74
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Heddernheim;14;14;3069;1204;232;4505;1646;504;15;1631;1422;209
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Höchst;10;10;1414;496;99;2009;510;133;4;506;415;91
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Innenstadt;5;5;670;238;36;944;279;57;2;277;243;34
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Kalbach-Riedberg;15;12;3430;982;192;4604;1134;253;10;1124;961;163
