datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;D1;D2
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Altstadt;3;3;942;242;49;1233;293;74;2;291;239;52
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bergen-Enkheim;15;13;3796;1767;222;5785;1732;413;20;1712;1421;291
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Berkersheim;3;3;693;215;54;962;271;62;3;268;222;46
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bockenheim;32;13;3327;1128;218;4673;1573;336;19;1554;1342;212
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bonames;5;5;1288;546;74;1908;462;135;3;459;402;57
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Bornheim;26;13;3207;1302;234;4743;1299;286;11;1288;1133;155
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Dornbusch;18;13;2705;862;227;3794;985;257;11;974;849;125
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Eckenheim;11;11;2735;1105;155;3995;1383;297;10;1373;1175;198
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Eschersheim;12;12;3708;1312;200;5220;1807;364;14;1793;1529;264
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Fechenheim;11;11;1839;751;118;2708;718;162;6;712;581;131
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Frankfurter Berg;6;6;1283;477;115;1875;517;110;5;512;443;69
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Gallus;26;12;2514;784;168;3466;1169;271;14;1155;1021;134
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Ginnheim;12;12;3010;852;195;4057;1306;279;10;1296;1100;196
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Griesheim;15;12;2514;627;154;3295;783;187;9;774;672;102
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Gutleut- und Bahnhofsviertel;8;8;1542;458;125;2125;535;101;6;529;467;62
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Harheim;5;5;1285;590;114;1989;489;91;5;484;408;76
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Hausen;5;5;1175;548;110;1833;537;148;5;532;458;74
06.11.2022;Bürgerentscheid zur Abwahl des Oberbürgermeisters der Stadt Frankfurt am Main, Herrn Peter Feldmann;06412000;NA;Heddernheim;14;13;3155;806;176;4137;1552;346;13;1539;1264;275
